datapointID,sequence
train_00356,∂ ∫ ∂ Ω ∫ Φ
train_00357,Ξ ∫ Ω ∫ Ω Φ ∫ Ω ∫ ∂ Φ
train_00358,∫ ∫ ∇ Φ ∫ ∫ ∂ ∇ ∫ ∂ ∫ Ω
train_00359,Φ Φ Ξ Φ Φ Ω Φ ∫ Φ ∂
train_00360,∫ ∫ Φ Ω Ξ ∇ Ω Ω ∫ Ξ ∂
train_00361,Ω ∂ Ω Φ ∂ ∇
train_00362,Φ Ξ ∂ Ξ ∂ Ξ ∇ ∂
train_00363,∫ Ξ ∇ ∂ ∂ ∇ Ω ∂ Φ Ω ∂ Ω ∂ ∫
train_00364,Φ Φ Φ Ξ ∂ Φ Ω ∇ Ω ∂ Φ Ξ Ξ
train_00365,∇ ∫ ∫ Ξ Φ
train_00366,∫ ∂ Φ Ξ ∂ Ω ∫ ∇ Ξ ∫ ∫ ∫ Ξ
train_00367,Ω Ω ∂ Ξ ∂ ∂ Φ Ω Φ ∫ ∫ ∫ Ξ
train_00368,∫ ∇ Ω Φ ∂ ∇ ∂ Φ ∫ ∫
train_00369,Ω ∇ ∇ Ξ Ξ ∇ ∇ ∇ ∂ Ω Ξ
train_00370,Ξ ∫ ∇ Φ Φ ∂ Φ Ω Ξ Ω Ξ Ξ
train_00371,∂ ∇ Φ Φ Ω Ξ Φ ∂ ∫ ∇ ∂ Φ ∇
train_00372,Ω Ω ∇ ∫ ∫ Φ ∇ ∫ Φ ∂ ∇ ∇ ∫
train_00373,Ω Ω ∂ Ξ Φ ∂ Ω ∇ ∂
train_00374,Ω Φ ∫ ∇ Ω ∇ Φ
train_00375,∇ Ξ ∫ Ω ∫ ∇ ∫ Ω
train_00376,∫ Φ Ω ∇ Ω ∇ Ξ ∂ ∇ ∇ Φ ∂ Ξ
train_00377,Ω Ω Ω Φ Φ Φ
train_00378,∇ ∫ Ξ Ω ∇ Ξ ∫ Ξ Ξ
train_00379,Φ Ξ ∇ ∇ ∫ Ω
train_00380,∫ Ω ∫ ∂ Ω Ω Ω Φ
train_00381,Ω ∇ Φ Ξ Ξ Ω ∇ ∂
train_00382,∫ Φ ∫ ∫ ∂
train_00383,∂ Φ Φ ∇ ∇ ∇ ∫ Ξ Ω
train_00384,∇ ∫ ∇ Ω ∂ ∂ Ξ Ξ
train_00385,Ξ ∂ Ω Φ Φ ∇
train_00386,Ξ Φ ∇ ∫ Ξ ∇ Ω
train_00387,∇ ∫ Φ Ω ∇ ∇ ∂ ∇ Φ Ω ∫ ∇ Ξ
train_00388,Ξ ∂ Φ Ω Φ ∂ Ξ Ω ∂ ∂ ∇ Ω ∫ ∂
train_00389,Ξ ∂ Φ ∂ ∂ ∇ Ω ∫
train_00390,∫ ∂ ∇ Φ ∇ ∇ ∂ Ω ∇ Φ Φ Ω Ω ∂
train_00391,Φ ∫ ∫ ∂ Φ
train_00392,Ω Ξ ∇ ∂ ∂ ∇ ∇ Ξ ∂ ∇
train_00393,Ξ Ξ ∇ ∂ Ξ ∇ ∫ Ξ ∫ ∂ Φ ∫ Ω
train_00394,∂ Ξ ∫ Φ Ξ Ω ∫ Ξ ∇ Ω ∫ ∂
train_00395,∂ Φ Φ Ξ ∂ Ω Ξ Φ Φ Φ Φ
train_00396,∂ Φ ∫ ∇ Φ Ξ Ω Ω ∂ Ω ∇
train_00397,∇ ∫ Ω Ξ ∇ Ξ ∫ Ω ∇ Ξ ∂ ∫
train_00398,∫ Φ Φ ∇ ∂ Ξ ∫ Φ Ω Φ ∂ ∂
train_00399,Φ ∫ ∫ Ξ ∂ ∫ Φ ∇ ∇
train_00400,Ξ Φ Ξ Ξ ∇ ∫ Ω Φ Φ Ω Φ ∫
train_00401,Φ ∂ ∫ Ξ ∫ Φ Ξ
train_00402,Φ ∫ ∇ Ω Ξ ∫ Ω ∫ ∂ ∫
train_00403,∂ Ω ∇ Ω ∂ Ξ Ξ ∫ Ξ Ξ ∇ Φ
train_00404,∫ Φ ∫ ∂ Ω Φ ∂ ∫ ∂ ∫
train_00405,Ξ Φ Ξ ∇ ∫ ∫ ∂ Φ ∂ Ω ∇ Φ ∂ Φ
train_00406,∇ ∇ ∂ ∫ ∫ ∫ Ξ ∂ Ξ
train_00407,Ω ∂ ∇ Ξ Ξ ∫ Ω
train_00408,Φ Ξ ∂ ∂ ∇ Ω ∂ ∇ Ξ ∫ Φ
train_00409,∇ Ω ∇ ∇ ∫ Ω ∇
train_00410,Φ Ω Ξ Φ ∂
train_00411,∫ ∫ Φ Ξ Φ ∇ Ξ Ξ Φ Ω Ω
train_00412,Ω Ξ ∇ ∫ ∫ Φ ∇ ∇ ∫ ∇ ∫ Ω Ξ ∂
train_00413,Ω Φ ∇ Ξ Ω Ω
train_00414,Ξ ∫ ∇ Φ Φ ∂ ∇ ∇ Ξ Ξ Ξ ∇ ∂ ∫
train_00415,∫ ∇ ∫ ∇ ∇ ∂ Ω Ξ ∂ Ω ∂
train_00416,∇ Φ Ω Φ ∇ ∫ Ω Φ
train_00417,Φ ∇ ∂ ∂ ∫ Ξ Ω
train_00418,∂ ∇ ∇ ∂ Ξ Ξ Ω Φ Ξ
train_00419,Ξ Φ ∂ ∇ Ξ Ω Ξ Ω ∫ Ω
train_00420,Ω Φ ∂ Ω ∫ ∇ Φ ∂ ∇ Φ
train_00421,Ω Φ ∂ Φ Ω Ω Ξ ∫ ∫
train_00422,Ξ ∇ ∇ Ξ ∇ Ξ ∇ ∫ ∫ Ω Φ Φ
train_00423,Ω ∫ Φ ∫ Φ Ω ∂ ∇ Ξ
train_00424,∫ Ξ ∂ ∂ Φ Φ ∇ Ω Φ
train_00425,∫ ∇ ∂ ∂ ∂ ∫ ∫ Φ ∇ Ξ Ω Φ Φ Ξ
train_00426,∂ Φ Φ ∇ Ξ ∇ Φ
train_00427,∂ Ω Φ Ξ Ω Ω Ξ
train_00428,Ω ∇ ∫ ∫ ∇
train_00429,∫ ∫ ∂ Φ ∇ Φ ∇ Φ Ω
train_00430,Ξ ∫ ∫ ∫ Ξ ∂
train_00431,∇ ∇ Ξ ∫ Ξ Ξ Ξ
train_00432,∫ Ω Ξ Ω ∫
train_00433,Ξ ∂ Φ ∇ ∇ ∂ ∇
train_00434,∫ Φ Ω ∂ Φ Φ Ξ
train_00435,∂ ∫ Ω Ω Φ ∇ ∂ ∇ ∇ Ω Ω Ξ Ω
train_00436,∫ ∂ Ω ∂ ∇ ∫ ∫ ∫ Ω ∂
train_00437,Ω Ω ∇ Ω ∫ ∇ Ω ∫
train_00438,∇ ∇ Ξ Ω ∇ Ω Ω Ξ Ξ Ξ Φ Ξ Φ
train_00439,Ξ ∫ Φ ∇ Ξ ∫ Φ Ξ Ω ∫
train_00440,∂ Φ ∫ ∇ Φ ∂ ∂ ∇ Ω Ξ
train_00441,∇ ∇ Ξ Ξ ∂
train_00442,∂ ∫ Ξ ∇ ∇ Ξ ∂ ∇ ∫ ∫
train_00443,Ω ∂ ∂ ∇ ∇ ∇ Ξ Ω ∫ Ω Ω ∂
train_00444,Ω Φ Ξ ∂ ∂ Ω ∇ Ω Ω
train_00445,Ξ ∫ Ω Ω Ω Ω ∇ Φ
train_00446,∫ ∇ Φ ∇ ∂ Ξ Φ ∫ ∂ ∇ ∫
train_00447,∇ Ω ∇ Ω ∇ ∇ Φ ∇ Ξ
train_00448,Ω Ξ ∫ ∂ Ξ ∂ Φ Ω ∂ Ξ Φ Φ
train_00449,Ω ∂ ∂ ∇ ∇ ∇ Ω Ξ
train_00450,Φ ∫ Ξ ∫ ∫ Ξ Ξ Ξ Φ
train_00451,∇ Ξ Φ Ξ ∇ Ξ ∫ ∇ Ω ∇ ∫
train_00452,Ξ Ω ∫ Ξ ∂
train_00453,Φ Ξ ∫ ∇ Ξ Ω ∂ Ξ Φ ∫ Ξ Ξ
train_00454,∇ ∫ Ω ∇ ∇ ∫
train_00455,∇ Ξ ∇ Ω Φ ∇ Φ Φ ∇ Ω Ξ ∫ ∫ ∫
train_00456,Φ Φ Ξ ∂ ∫ ∫ ∂ Φ Ω ∂
train_00457,∇ ∫ Ξ Φ Φ ∫ ∇ Ξ ∇ ∫ ∂
train_00458,∂ ∂ Ξ ∫ Ξ
train_00459,∂ Φ ∂ ∫ Ω Φ ∫ ∇ ∇ ∫
train_00460,∫ ∇ Ξ Ξ Ξ ∫ Φ Ω Φ Φ
train_00461,Ω ∂ Ω Φ Ξ ∇ ∫ ∫
train_00462,∇ Φ Φ ∫ ∫ Φ ∇ ∫ Ξ Ω ∇
train_00463,Ω ∫ Φ ∫ ∫ Φ Φ Ω
train_00464,∫ ∇ ∫ Ξ Ξ ∇ ∇ ∫ ∫
train_00465,∂ Ξ Ω ∇ ∂ Ξ ∫ Φ
train_00466,Ω ∫ ∇ Φ Ξ Φ ∫ ∂ ∇
train_00467,Ξ ∇ ∫ Ω ∂ ∫ Φ Φ ∫ ∂ Ω ∫ Φ
train_00468,∂ Ω ∂ ∂ Ω ∂ ∫ ∂ Φ Φ
train_00469,Ξ Ω Φ Ω Φ ∫ Φ Φ Ω ∫ Ξ ∫ ∂ ∫
train_00470,Ξ Ω Ξ ∇ Ω ∫ Φ Φ Φ
train_00471,Φ Ω ∇ ∇ ∇ ∫
train_00472,∂ Ω ∇ ∇ ∫ Ω ∂ Φ Φ
train_00473,∂ ∫ ∂ Ξ ∂ ∫ Ξ Ξ Ξ ∫
train_00474,∇ Φ Φ ∫ Ω
train_00475,Ω ∫ Ω Ξ ∇ ∫ Ξ ∇ Ω ∇
train_00476,∫ ∇ ∇ ∂ ∂ ∫ Φ Ω
train_00477,Φ ∫ ∂ ∇ ∫ ∂ Ξ Φ Φ ∇ Φ ∫
train_00478,∇ Φ Ξ ∫ ∂ Ξ Φ
train_00479,∇ ∫ ∇ ∫ Ξ Ω ∇ Ω ∫ Ξ
train_00480,∫ ∇ Φ Φ ∫ Φ ∂
train_00481,Ξ ∫ ∇ Ω Φ Ω ∫ Φ
train_00482,∂ Ω ∂ ∫ Ξ ∫ ∂ Φ Ξ ∂ Ω Ω ∇
train_00483,∂ ∂ ∫ Ω Φ Ω Ω ∇
train_00484,∫ Ξ Ω ∇ ∇ ∇ Φ Φ ∂ ∫ ∫ ∇ ∂
train_00485,∂ ∂ ∇ ∫ ∫ Ω Φ ∫ ∇ Ω ∂ Ξ Ξ Φ
train_00486,∫ Φ ∫ Φ Ω Ω Φ ∫ ∫ ∂ Φ ∂ Φ
train_00487,∫ ∫ Φ Ω ∂ Ω
train_00488,Ω ∂ ∇ Ω ∇ Ξ Ω Ξ Φ Ξ Φ
train_00489,Ω ∫ ∂ ∇ Ω ∂ Φ ∂ Ω ∂ ∇
train_00490,∇ Φ Ξ ∂ ∂ ∫ Ω ∂ ∫ Ξ
train_00491,∫ ∫ Ξ Φ ∫ Ξ Ξ Ξ Ω Φ ∇ Φ
train_00492,Ω Ω Ξ ∫ ∫
train_00493,Φ Ξ ∫ Ξ Ω ∂ Φ
train_00494,∫ Ξ Ω ∫ Φ ∂ ∫ ∫ ∂ ∂ Ξ Ω ∇ ∂
train_00495,Ω ∇ ∂ Φ ∇ Ξ ∂
train_00496,Ξ ∫ ∫ Ξ ∫ Ω Ω Φ
train_00497,Ω ∇ Ω ∇ Ω ∇ Ω ∇ Φ Ω
train_00498,Ξ ∫ Ξ ∫ Ξ ∫ ∇ Φ ∂ Ξ Φ ∂ ∂ Ω
train_00499,Ξ Ξ Ξ ∇ ∫ Ω Ω ∂ ∇
train_00500,∫ Φ ∫ ∇ ∇ Ω Ω ∇ Ξ Φ
train_00501,Φ ∂ ∫ ∇ ∂ Ω Ω ∇ ∫ Ω ∂ Φ ∂ ∫
train_00502,Φ ∇ ∫ Ξ Ξ Φ Ξ ∇
train_00503,Φ ∇ Ω Ω ∂ ∂ Φ Ω ∇ ∇ ∇ Ξ ∂ Ω
train_00504,∇ ∂ ∇ Φ ∇ Ω ∂ Ω Φ Φ ∫ ∇
train_00505,∂ ∫ ∫ ∂ ∂ ∇ ∫ ∂
train_00506,Φ ∫ Ω ∂ ∂ Ω Ξ Ω ∇ Ξ Φ Ω Φ Ξ
train_00507,∂ ∂ Φ Ω ∫ Φ Ω Φ Ω ∫ ∂ ∇
train_00508,∂ Ξ Ω ∂ ∫ ∂ Ξ Φ Φ
train_00509,∫ Ξ Ω Φ ∇ Φ Ω Ξ Φ
train_00510,Ω Ξ Φ Ω Φ Ω ∇ ∂ ∂
train_00511,Ω Φ ∂ Ξ ∫ ∂ ∫ Ω Ω Φ ∂ Ξ Φ
train_00512,Φ Ω ∂ Ξ Ξ
train_00513,∂ ∂ Φ ∇ ∂ Φ ∂ ∇ ∂
train_00514,∫ ∫ ∂ ∫ Ξ Ξ Ω Ξ ∂ Ω
train_00515,Ω ∫ ∫ Ω Φ Ω ∂ Ξ
train_00516,∂ Ξ ∫ ∂ Φ Ξ
train_00517,Φ Ω Ξ Ξ Ω Ω ∂
train_00518,Φ Ξ Ξ ∂ ∂ ∂ ∇ Ω ∇ ∂ ∇ Ω
train_00519,Ξ Ξ Ξ Ω Ω ∫ ∇
train_00520,∂ ∂ Φ Ξ Ξ ∫ ∫ Ω Ω Ξ ∫
train_00521,∇ ∇ ∇ ∇ ∫ Ω ∫ Ω
train_00522,Ξ ∫ Φ Φ ∇ Ω ∂ ∫ Ξ
train_00523,∂ ∫ ∫ Φ Ξ Φ ∂ Ξ ∫ Φ Φ
train_00524,Φ Ξ Ω Ω ∇ ∂ ∇ ∂
train_00525,∫ Φ ∫ ∇ Ξ Ω ∇ ∇
train_00526,Ξ ∇ ∂ Ξ Ξ
train_00527,Φ Φ ∂ Φ Φ ∂ Φ Φ ∫ Φ Ξ Ξ
train_00528,∇ Ω Ξ ∇ Ω Φ ∂
train_00529,∫ ∂ Ω Ξ ∂
train_00530,Ξ Ξ Ω Φ ∫ ∂ Ξ ∂
train_00531,Ω Ω Φ ∇ Ω Ξ Ω ∫ ∫ Ω Φ ∂ Ω Ω
train_00532,Φ Ω ∂ Ω ∫ ∫ ∂ ∂ Ξ ∫ ∇
train_00533,Φ ∫ ∇ Ω Ω
train_00534,Ω ∫ ∂ Φ ∇ Ω ∂ Ξ ∇ Ξ Φ ∇ ∇
train_00535,∂ Φ ∂ ∇ ∇ Φ ∫ Φ ∂ ∇ ∫
train_00536,∂ ∂ ∂ ∇ ∂ ∇ Ξ
train_00537,∂ Φ Φ ∫ Φ ∂ Ξ Ξ
train_00538,Ξ Ξ ∂ ∂ Φ ∇ Φ Ξ Ω ∫ ∂ ∂ Ξ
train_00539,Ω Ξ Ξ ∫ Ξ Ξ ∇ ∇ ∫ ∫ Ξ Φ
train_00540,Ω ∂ Ω ∫ Ω ∂ ∂ ∇ ∫
train_00541,Ξ Φ ∫ ∫ ∂ Ξ ∇
train_00542,Ω ∂ ∂ ∇ ∫ ∫ ∫ Ξ ∫ Ω ∂ ∫ Φ Ξ
train_00543,Ω Φ ∂ ∇ Ξ
train_00544,Ω ∂ Ξ ∇ Ω Ω ∂ ∂
train_00545,∇ ∇ ∫ Φ Ξ
train_00546,Ξ Φ ∇ ∇ ∇
train_00547,∇ ∂ ∫ Ω ∫ ∇ ∇ ∫ Ω ∇ Ω ∇ ∇
train_00548,∫ ∫ ∫ ∫ ∇ Ω ∇ ∇ ∇ Ξ Φ
train_00549,Φ Ω ∇ ∫ Ξ ∫ ∂ Ω Ω ∂ Ω Ξ ∇ Φ
train_00550,Ξ ∂ Ω Ω Φ
train_00551,Ξ ∇ Ξ Ω ∂ Ξ Φ ∫ Ω Ω ∫ ∫ ∫
train_00552,Ξ ∫ ∫ Ξ ∫ ∇
train_00553,Ω ∫ Ω ∫ Ω Ω
train_00554,Φ ∂ ∫ Ω ∫ Ω ∇ ∫ Ω ∫ Ω
train_00555,∂ ∂ Φ ∂ ∂ ∫ ∇ ∂ Φ Ξ ∇ ∇ ∂ ∂
train_00556,∂ Φ Ω ∇ Φ
train_00557,∂ ∇ Ω Φ Ξ Φ ∂ ∫ ∂ Ω ∇ Φ
train_00558,∂ ∫ ∇ ∇ Φ Ξ Ξ Φ ∫ ∫ Ω
train_00559,∇ Ω Ξ Ω Ξ ∫ ∇
train_00560,∇ ∫ Ξ Φ ∇ ∂ ∂
train_00561,∂ ∂ Ξ ∫ Ω ∇ ∂
train_00562,∇ Ξ ∇ ∇ ∇ ∫ ∂ Ξ Ξ
train_00563,∫ Ξ Ξ ∫ Ξ Ω ∫ Ξ Ξ Φ ∇ ∂ ∂
train_00564,∂ ∫ ∇ Ξ ∇ Φ Ω Ξ Φ
train_00565,∇ Ξ Ξ ∇ ∂ ∂ Ξ ∫
train_00566,∂ ∫ Φ ∂ Ω Φ ∫ ∫ Ξ ∂ ∂ Φ Ξ
train_00567,Φ Ξ ∫ ∇ Φ ∫
train_00568,Ω ∇ ∫ Ξ Φ ∫ ∫ ∇ Φ Ξ Ω Ξ
train_00569,Ω ∂ Φ Φ Ω ∂ Ω ∫ ∂ Ω
train_00570,Φ ∫ Ξ Ω Ξ Ω Ξ ∇ Ξ ∇ ∂ Ξ
train_00571,∂ Ω ∇ Ξ ∂ Φ ∂ Φ
train_00572,∇ ∂ ∫ Ξ ∇ ∇ ∂ Ω ∫ Ω Ω Φ ∂ ∇
train_00573,Φ Ξ Φ Ω Ω ∂ ∫ ∫ Ω ∇ ∫ Ω Φ Ω
train_00574,Ω ∂ ∇ Φ ∇ Φ Ω Φ ∇
train_00575,Φ ∂ Ξ ∇ Ξ ∫
train_00576,∫ ∂ Ξ Ω Ξ Ξ
train_00577,Φ ∫ ∫ Φ ∇ ∇ Φ Φ Φ ∂
train_00578,∇ Φ Ξ Φ Ω ∫ Ξ ∂ Ξ Ω
train_00579,∫ ∂ Φ Φ ∇ ∂ Ξ ∫ Ξ ∂ ∂ Ξ
train_00580,∂ ∫ ∂ ∂ ∫ Φ ∇ Ω Ω Ω ∂ Φ ∂
train_00581,Ξ ∫ ∇ Φ ∇ ∂ ∂ Φ ∂ ∫ Ξ Ξ
train_00582,∫ ∫ ∂ ∫ ∂
train_00583,Φ Ξ Φ Φ ∫ Φ ∂ ∂
train_00584,Ξ Ξ ∫ ∂ ∂ Ω ∂ ∂
train_00585,∂ Φ ∇ Ξ Φ ∫ ∫
train_00586,Ω Ξ ∫ Ω Φ ∫ Ξ Ξ ∂
train_00587,∫ ∇ ∂ ∂ ∂ ∂ ∂ ∇ ∇
train_00588,∂ Ξ ∇ ∇ Ξ Φ Ξ
train_00589,Ξ Φ ∫ ∫ Ω Ξ
train_00590,∇ Ω Φ Ξ ∂ ∫ ∫ ∂ Ω ∇ ∇
train_00591,Φ ∫ Ξ Ξ ∂ Φ ∇ Ω Ξ
train_00592,∇ ∇ ∫ Ω ∇ ∫ ∫ Ω
train_00593,∂ ∇ Φ Φ ∫ ∫
train_00594,∇ Ω Ξ ∇ ∫ ∫ Ξ ∂ ∫ ∇
train_00595,Ω Ω ∇ ∂ ∫ ∂ ∫ ∂ Ξ ∂ ∇ ∂
train_00596,Ω Ξ ∇ ∫ ∇ ∇ ∂ ∂
train_00597,Ξ Ξ ∇ Ω Ξ Φ Ξ Ω
train_00598,Ω Φ ∫ ∫ Φ
train_00599,Ξ ∇ ∂ Ξ ∫
train_00600,∇ Φ Ω Φ Φ Ξ Ξ
train_00601,Ω Ω Ω ∇ Ω ∂ ∇ ∫ ∫ ∇ Ξ ∫ Φ
train_00602,Ω ∇ ∫ ∇ Ω ∫ ∇ ∫ ∫ Φ ∫ ∇ ∇ ∇
train_00603,∫ ∫ Ω Ξ ∇ Ξ Ω Ω ∇ Ξ Φ Ξ
train_00604,∇ ∂ ∫ Ω ∫ Ξ ∂
train_00605,∂ Φ Ω Ξ ∂ Ω ∇ ∫ Ξ ∇ ∇ Φ
train_00606,Ω Ω Ξ Ω ∫ ∫ Ξ
train_00607,Ω Φ Ξ ∫ Φ Ξ Φ Φ Φ Ξ ∫ ∫ Ω Ω
train_00608,∇ Φ ∫ ∂ ∂ Ω ∂ Ω Ξ ∂
train_00609,∫ ∇ Ξ ∂ ∂ ∇ ∫ ∇ ∇ Φ Φ Ω ∫
train_00610,Ξ ∂ ∇ ∇ ∂ ∫ Ξ Ω Ω ∂ Ξ Ξ Φ
train_00611,Ξ Ξ Ξ Ω Ξ Φ Ω ∫ ∫ ∫ Ξ
train_00612,Ω Ω Ω Φ Φ ∫ ∫ Φ ∇
train_00613,∂ ∂ Ξ ∂ Ξ Ω Φ ∫
train_00614,∫ ∂ Φ ∫ ∂ ∇ Ω Ξ Ξ Ξ Ξ Ω Φ
train_00615,∇ ∇ ∫ Ξ ∫ ∫
train_00616,Ξ ∫ ∇ ∫ Ω Ξ Φ Ω
train_00617,∫ Ω Φ ∇ ∇ ∫ Ξ ∫ Ξ Ω Ω Φ Φ ∂
train_00618,Ξ Φ Ω Φ Ξ Φ Ξ ∫ Φ
train_00619,Φ ∫ ∫ Ω Ω ∇ Ξ ∇ Ξ ∇ Ω
train_00620,Ω ∫ ∇ ∇ Ξ ∂
train_00621,Ξ ∇ Ξ Ω ∂ ∂ Φ Φ Ω ∇ ∂ ∫ Ξ
train_00622,∂ ∫ ∇ ∇ Φ Ξ ∇ Φ
train_00623,Φ ∇ Φ Ω Φ ∂ Ξ ∇ Ξ Φ Ω Ξ
train_00624,Ω ∂ Ξ Ξ ∫
train_00625,Ξ Ξ Ξ Ω Ω ∫ Φ Ξ ∇ ∇ ∇ Ξ
train_00626,∫ Ξ ∇ Φ Ξ ∇
train_00627,Ω ∫ ∇ Ξ Φ ∂ Φ ∇ Φ
train_00628,Ξ Ξ ∇ ∇ ∫
train_00629,∇ Φ ∫ Ω Ω Ξ Ω ∫
train_00630,∇ ∂ ∫ Φ Φ ∫
train_00631,∂ Ω Ξ ∂ ∂ ∫ ∂ Φ
train_00632,∇ Ξ ∫ Φ Ω
train_00633,Φ ∇ ∂ ∂ ∂ Ω ∫ Ξ ∇
train_00634,Ξ ∫ ∇ ∫ Ω ∂ ∇
train_00635,∇ ∇ Ξ ∇ ∫ ∫ Φ Ξ Ω ∫ ∇ Ω
train_00636,Φ ∂ Ξ Φ ∫ ∫ Ξ Ω Φ Ξ ∇ Ω Ξ
train_00637,Φ Ξ Ξ ∇ ∇ ∂ Φ ∫ Ξ Φ ∂ Ω ∇
train_00638,Ξ Φ Ξ ∫ ∫ Ω
train_00639,∫ ∫ Ξ ∇ Ξ Ξ ∂ ∂
train_00640,∇ Ω ∇ Ω Ω Ω ∇ ∇ ∇ ∫ ∇ Φ Ξ Ω
train_00641,Φ Ω ∂ ∫ ∂ Ξ Ξ ∇ Φ
train_00642,∇ Ξ ∇ ∇ ∫
train_00643,∫ Φ ∂ ∇ ∫ Φ Ξ ∇ Φ Ξ Ω ∂
train_00644,Ω ∇ Ξ Φ ∇ Ω ∫
train_00645,∇ Ω ∇ Φ Ω Ω ∂ ∂ ∇ ∂ Φ
train_00646,Φ Ξ ∫ ∇ Ξ Φ ∇ ∫ Ω ∇ Ω Ξ ∫
train_00647,∫ Ξ ∫ Φ ∇ Ξ Ξ
train_00648,∂ Ξ Φ ∇ Φ Ω Φ ∂
train_00649,∇ Φ ∇ Ω Φ ∂
train_00650,∂ ∇ Ξ ∫ Φ Φ ∂ ∇ ∫ ∇ Ξ ∂ ∇
train_00651,∂ ∂ ∂ Φ Φ Ξ Ω ∇ ∂ Φ Ξ Ξ Ξ
train_00652,Ω Φ Ω ∫ ∫ Ω
train_00653,∇ Φ ∫ ∇ ∇ Ξ
train_00654,∂ Φ ∇ Ξ ∇ Ξ Ω ∇
train_00655,Ω ∇ Φ Φ ∇ Φ Φ ∫ ∇ Ω ∫ Φ ∂
train_00656,Ξ ∫ ∇ ∇ Φ Ξ ∇
train_00657,∫ Ω ∂ ∇ Ξ Ξ ∫ Ξ Ξ
train_00658,∂ Ω Ξ ∇ Ω Φ ∫ ∇ ∇
train_00659,Φ Ω Φ Ξ ∂ Ω ∇ Ω ∇
train_00660,∂ ∂ ∫ Ξ ∂
train_00661,Ξ Ξ ∫ ∇ ∫ Ξ Φ Ξ Ω ∂
train_00662,∂ ∇ Ξ ∇ Φ Φ ∂ ∇
train_00663,∂ Φ ∇ ∂ ∫ ∂ ∂ ∂ ∇ ∂
train_00664,∫ ∇ ∇ Ξ Ξ ∫ Ξ ∂ ∇ Φ ∂ Ω Φ
train_00665,∂ ∫ Ξ ∫ Φ Ξ ∫ ∇
train_00666,Ξ ∂ ∂ Ω ∇ Φ ∂ ∂ ∫
train_00667,∂ Ω ∂ Ω Ω ∫ Φ
train_00668,Ξ Ω ∇ Φ ∇ Ω ∂ Ω Ξ Ξ Ξ
train_00669,∇ ∂ Φ Ω ∂ ∇ Φ Ξ Ω ∂
train_00670,Ω ∇ ∇ ∫ Φ Ξ ∂ Ξ
train_00671,Ξ Ξ ∂ Φ ∇
train_00672,Ω Φ ∂ ∫ Ξ Ω ∫
train_00673,Φ ∫ Ω ∂ Ω
train_00674,Ξ ∇ Ω ∫ ∇ ∇ Ω Ω Ξ Ξ ∇
train_00675,∇ ∂ ∂ Ω ∫ Ξ
train_00676,∫ Φ ∂ Ω Ω ∂ Φ
train_00677,∇ ∇ Ω ∇ Ω ∇ Ξ Ξ
train_00678,Ω ∫ ∫ Φ Ω ∇ Φ Ξ ∇ ∫ Ω ∇ Φ Φ
train_00679,Ω ∫ Ω Ω Φ ∇ Ω Ξ
train_00680,Φ ∂ ∇ ∇ ∫ ∂ Ξ Ξ Ξ ∇
train_00681,Φ ∂ Ξ ∇ Ξ Ω Ξ Φ
train_00682,∂ ∫ ∫ Ξ ∫ ∫ ∇ Φ Ω ∫ ∫ ∫ ∂
train_00683,Φ ∫ Ω ∇ Φ ∂ ∂ Φ ∫ ∂ Ω
train_00684,Ξ ∫ Ξ Φ ∇ ∇ Ξ Ξ ∂
train_00685,Ξ Ω ∂ Φ Ξ ∫ ∂ ∂ Φ Ξ Ω ∂
train_00686,Φ Ω ∂ ∇ Ξ Φ ∇
train_00687,Φ ∇ ∂ Ξ Ξ ∫ ∇ ∫ ∇ Ξ Φ
train_00688,∂ ∇ Ω ∂ Ω ∫ ∂ ∂ ∂ ∇ Φ Ω ∇
train_00689,Ω Φ ∫ Ω ∇ ∫ ∫
train_00690,Φ ∂ ∫ ∇ ∂ ∇ ∇ ∂ ∂ ∫ Ξ ∇ Ξ Ω
train_00691,∇ ∇ ∂ ∂ Φ Ξ Ω Ω Φ Φ ∫ ∫ ∇
train_00692,Φ ∇ ∫ ∂ ∫ Φ ∂ ∫ ∇ Φ ∇ Ω Ω Φ
train_00693,∫ Ξ Φ Φ Ω ∇ ∇ ∫ Ω
train_00694,∫ Ω Ξ ∂ Φ ∇ Φ
train_00695,∫ ∂ ∫ ∫ ∂ Ω ∂ Φ Φ ∂ ∂
train_00696,∂ ∇ ∂ ∂ Φ ∇
train_00697,Ξ ∂ ∂ ∂ Ω ∇ Ξ Φ
train_00698,Φ Φ ∂ Ω ∫ Ξ Φ
train_00699,Φ ∂ ∫ ∇ Ω ∇ ∫ Ω Φ ∂ ∇ ∇
train_00700,Ξ ∇ ∇ Ξ ∫ Ξ Φ ∇ ∂ ∫ Φ ∂
train_00701,Φ Ξ Ξ Ω Ξ Ω ∂ Ω Ξ ∇ ∇
train_00702,Ω ∫ ∇ ∂ Ω Ξ Ξ ∂ ∇ Φ Ξ
train_00703,Ω ∂ ∫ ∫ Ξ ∫ Ξ ∂ ∂ ∂ ∂ ∫ Φ ∫
train_00704,Φ Ξ Ξ ∇ Ω Ω ∇ ∫ ∂ Φ Ξ ∇
train_00705,Φ ∂ ∫ ∫ Ξ Φ ∇ Ω Ξ Ω ∫ Ω
train_00706,∇ Ω ∫ ∂ ∂ Ξ ∫ ∇
